x,y,ground_truth
-16.790876,5.2772527,Social
-28.80351,-2.7779949,Seminar
-29.209408,2.4520216,Procedure
-29.241243,2.4411943,Procedure
-27.025799,8.380318,Procedure
-11.122249,4.005794,Social
-28.739256,8.822255,UX
-37.784416,-4.6767116,UX
-38.33924,-5.381362,Deliberation
-30.501976,-6.4459763,Deliberation
-26.034311,9.967956,Deliberation
-27.939575,-8.777869,Deliberation
-26.96855,9.538917,Deliberation
-26.64401,5.8930645,Social
-17.515194,-3.2726028,Procedure
-23.729963,-4.49826,Procedure
-24.821093,-7.8289795,Procedure
-36.393448,-3.9722018,Social
-37.670303,-4.3444295,"Social, Procedure"
-26.637323,6.296721,Social
-33.1825,-3.0866048,Social
-17.146278,-3.8871326,Procedure
-17.724611,-3.3033514,Procedure
-24.986086,8.103238,Procedure
-30.618057,12.5877495,Procedure
-31.652945,-2.2432554,Social
-21.737015,6.8583627,Deliberation
-22.387558,4.370256,Deliberation
-22.02508,5.28844,Deliberation
0.12597254,-25.020084,Deliberation
-33.781567,3.067255,Social
-42.579556,-2.5810916,Seminar
-28.736977,21.111713,Seminar
-17.320374,5.017115,Social
-10.621691,3.2327821,Social
-22.019543,5.63786,Social
-27.2396,9.3757515,Social
-33.211437,2.133173,UX
-10.027723,2.566555,Social
-30.700579,-8.008299,UX
-29.317303,-8.373897,UX
-31.715092,-5.946952,UX
-31.65632,-5.63829,UX
-31.396221,-1.6604812,Social
-32.02826,-2.5721502,UX
-25.653118,8.945352,Social
-35.786633,10.045687,Social
-29.121168,-2.5086627,Social
