x,y,ground_truth
-28.488174,4.7390633,Seminar
-35.883644,6.4367948,Social
-23.13197,11.573006,Social
-27.967922,12.267463,Procedure
-29.95582,17.788486,Procedure
-29.99339,17.79476,Procedure
-36.651745,1.731712,Procedure
-28.633587,13.619939,Procedure
-24.104351,8.544759,Procedure
4.705627,-22.611113,Social
-9.809151,-25.497099,Social
4.873125,-22.983654,Social
-25.888731,-28.772377,Social
-24.066383,-2.8545463,Seminar
-33.59773,1.9808899,Seminar
-34.670467,1.4831892,UX
-26.04462,-1.5363297,UX
13.182161,15.861625,Deliberation
-35.99438,-0.47747186,Deliberation
-35.582226,0.48105317,Deliberation
-18.871332,-5.336529,Deliberation
-20.128374,-4.1471066,Deliberation
-19.46216,-4.157777,UX
-23.723495,-0.8898418,Deliberation
-27.711578,-21.662214,Deliberation
-28.028973,-22.853943,Social
-38.698708,4.639321,Social
-27.82425,-22.097425,Social
-47.775692,4.5610228,Social
-48.104588,7.1613398,Social
-27.424532,8.58509,Procedure
-27.25773,10.321126,Procedure
-26.820227,9.257614,Procedure
-30.106028,10.584487,Procedure
-33.248035,10.09287,Procedure
-26.380096,-3.54962,Social
-26.17378,-1.4919517,"Social, Procedure"
-48.043026,2.7796319,Social
-45.83472,4.3111053,Social
-36.946754,2.7766993,Social
-29.254984,8.565319,Procedure
-29.001043,8.141367,Procedure
-24.215128,-3.545778,Social
-29.08485,10.355775,Procedure
-31.240034,11.365823,Procedure
-39.590324,3.4611382,Procedure
-35.463417,9.820754,Procedure
-35.776672,9.664517,Procedure
-37.465736,9.40472,Procedure
-30.651773,8.349598,Procedure
-39.36417,-1.9782275,Social
-38.168213,5.046134,Deliberation
-34.234425,6.3357496,Deliberation
-10.099793,-25.370338,Seminar
-23.5331,-25.693394,Social
-42.120026,-7.420133,Deliberation
-41.703075,-6.7527795,Deliberation
-22.938108,-25.711126,Deliberation
-24.579342,-25.89185,Social
-22.913725,-3.552889,Social
-46.54192,-0.5074993,Social
-45.483147,3.2412293,Social
-43.74723,4.12032,Social
-42.67469,12.62076,Social
-35.24676,11.2404,Procedure
-36.2676,8.784856,Social
-41.48481,-6.0271053,Social
-35.56841,0.62813157,Social
-41.995262,7.595673,UX
-39.573967,-1.8597437,UX
-27.146446,6.6966767,Procedure
-37.132053,0.80358434,Social
-45.131508,2.3101223,Social
-48.0974,-0.60734403,Social
-43.24984,6.105691,Social
-49.002205,1.0245575,Social
-47.692596,3.051031,Social
-40.14086,11.028402,UX
-39.70542,-0.84104073,Social
-47.98178,4.8634567,Social
-43.39043,6.065588,Social
-48.142204,-0.7406011,Social
-48.094654,7.239126,Social
-29.796064,5.3745985,Social
-29.865665,5.105283,Social
