x,y,ground_truth
-11.0060625,-13.187713,Seminar
-13.197089,3.5667787,Deliberation
-19.099203,0.75306475,UX
-20.024054,2.9061587,Deliberation
-22.84122,8.995231,UX
-21.753336,9.707765,Deliberation
-30.78033,3.8690243,Procedure
-30.484438,14.3028755,Procedure
-20.754553,6.673655,Procedure
-31.39761,13.118935,Procedure
-6.048867,4.9831815,Seminar
-20.388346,8.837194,Deliberation
-19.15445,9.080392,Deliberation
-15.600699,-27.752129,UX
12.344285,5.4564323,Seminar
-14.852569,4.6497774,Deliberation
-20.268955,10.795971,Deliberation
-16.97817,5.183263,UX
-14.0814705,-2.3626173,Deliberation
-10.500652,3.8827183,Deliberation
-19.125395,-0.14129019,Deliberation
-17.517185,-27.45517,Deliberation
-25.74646,-9.428591,Deliberation
-12.873159,-18.672146,"Social, Deliberation"
-13.673702,-1.5294124,Deliberation
-16.17553,-1.992799,Deliberation
-18.480392,-1.1278073,Deliberation
-6.75787,3.4330838,Seminar
-11.505645,-7.621802,Deliberation
-10.755417,3.6755064,Deliberation
-12.433221,-18.574953,Deliberation
-11.031596,-13.243642,UX
-23.92814,-8.278079,Deliberation
12.243273,21.131317,Seminar
-21.889452,-1.7706848,Procedure
-36.361744,-9.81853,Procedure
-20.812925,3.3714564,Procedure
-37.984715,-9.180847,Procedure
-37.477947,-4.135915,Procedure
-22.65833,-1.4342977,Deliberation
-16.881924,0.640438,Procedure
-15.479504,0.6750476,Procedure
-17.435898,5.795491,Procedure
-14.139702,3.8950462,Deliberation
-11.977257,-0.87378824,Deliberation
-6.4570503,-17.329678,Deliberation
-31.10797,5.7138157,Procedure
-13.91859,-1.178081,Deliberation
-15.73433,-27.91782,Imaginative
-16.021036,6.115429,Deliberation
-12.453504,3.9523206,Deliberation
-16.515335,0.29605448,Deliberation
10.831865,21.60612,Deliberation
-21.74128,8.892029,Deliberation
-5.565503,3.621901,Deliberation
-5.340504,4.4633126,Seminar
-4.611216,-3.2510655,Seminar
-8.136864,-18.067064,Seminar
-16.26372,2.8896022,Deliberation
-38.534176,-9.172173,Deliberation
-4.4386096,-2.8062365,Deliberation
-11.922851,6.0767045,Deliberation
3.4833598,18.940422,Deliberation
-6.3777027,-1.6220063,Deliberation
-11.292193,5.744044,Deliberation
-6.6485643,-2.2642858,Seminar
-5.3199573,-1.8291831,Seminar
-1.8859577,-0.36737445,Seminar
0.7249189,-1.2488214,Seminar
-36.957165,-9.603825,Social
-40.366165,-3.8978996,Social
-22.79995,-8.42633,UX
-34.579315,13.316462,UX
-10.656062,-7.1919827,UX
-0.07240667,-1.1457622,UX
-24.2371,-7.1534915,Seminar
-20.82346,-7.393904,UX
-15.286216,-2.8864233,UX
-37.896782,-3.046692,Social
-8.233668,-17.991684,Social
-36.197853,16.160921,Seminar
-7.77907,-4.5826516,Seminar
-11.043821,-8.690221,Seminar
-9.001647,-6.255745,Seminar
-8.463812,-5.782566,Seminar
-8.580977,-4.785927,Seminar
