x,y,ground_truth
-5.4142504,-6.6780047,Seminar
-26.264833,22.789007,Other
-19.476358,21.025679,Seminar
-29.998653,26.314953,Seminar
-11.544046,16.800804,Seminar
-18.063553,-24.312963,Deliberation
2.548355,20.094484,Deliberation
-8.536411,0.3013487,Social
-41.252647,3.0995574,Social
-25.492773,1.437281,Procedure
-26.791138,21.0338,Social
-5.4423914,-6.631238,Procedure
-26.854961,21.601658,Other
-28.723831,23.86399,Other
-23.195211,20.989336,Other
-27.418854,23.989384,Other
-6.4662504,8.49206,Seminar
-26.889996,-7.210702,Procedure
-12.096604,19.193995,Social
-16.767693,-23.158785,Deliberation
-16.147919,-23.190641,Deliberation
-11.162125,16.625978,Social
-25.442303,19.60066,Social
-11.980205,17.157255,Seminar
-2.8133385,-20.509405,Social
-7.0812926,-12.1526575,Social
-2.8948834,-21.12096,Social
-37.950817,8.497329,Social
-30.514517,5.5392566,Seminar
-29.761425,8.48311,Seminar
-22.285477,23.699106,Other
-30.046404,26.393854,Seminar
-4.3531303,-0.11357723,Seminar
-18.849085,14.544656,Deliberation
-21.979904,19.201221,UX
-11.868592,-26.285658,Deliberation
-25.199053,1.6803539,Deliberation
-10.971124,-28.616997,Seminar
-25.499226,0.7249186,Deliberation
-20.914217,-11.629023,Deliberation
-41.33506,5.7287006,Deliberation
-41.44315,7.3034487,Social
-41.36942,5.978679,Social
-34.020016,12.875469,Social
-34.597134,14.910108,Social
-15.890618,-5.6059933,Procedure
-16.222837,-4.98728,Procedure
-15.044301,-5.9039216,Procedure
-31.72273,13.420179,Social
-31.98837,13.593553,Social
-35.539486,7.5088015,Social
-37.53348,11.634422,Social
-15.184543,-7.4597993,Procedure
-4.516275,-1.38386,Social
-14.835328,-8.156121,Procedure
-4.940215,-1.7828839,Procedure
-11.844634,-2.737567,Procedure
-11.745526,-2.8055692,Procedure
-9.931152,-1.876973,Procedure
-18.098564,-23.734999,Deliberation
-11.8772,-26.31466,Deliberation
-12.088202,19.330317,Seminar
-13.296236,11.006228,Seminar
-24.41915,22.912811,Seminar
-38.607662,10.029395,Social
-38.311314,11.220666,Deliberation
-3.8273356,-1.4117453,Deliberation
-38.626232,9.032501,Social
-32.2879,5.5690184,Social
-37.303047,7.0036497,Social
-36.210945,8.734578,Social
-27.418648,23.989614,Seminar
-24.529528,27.548214,Seminar
-24.529528,27.548214,Seminar
-24.254978,27.37431,Seminar
-13.037993,1.2768087,Social
-25.927452,25.240961,Social
-12.628041,2.501329,Social
-13.289582,-4.2158184,Procedure
-10.525788,-0.9728672,Social
11.621874,25.860996,UX
-21.162855,-11.675109,Social
-5.5166626,9.682887,Social
-23.04423,20.652136,Social
-13.8719,2.0347273,Seminar
-18.105206,15.977702,Seminar
-18.521837,15.084357,Seminar
-13.032971,2.653464,Social
-33.993702,4.557868,Social
-34.502377,8.548911,Social
-35.676964,8.319124,Social
-37.633617,5.4421887,UX
-34.088203,13.227229,Social
-34.214252,4.582687,Social
-34.507698,14.831264,Social
