x,y,ground_truth
33.12316,-4.0469747,Seminar
35.078457,-10.636495,Seminar
39.271477,-12.200781,Seminar
35.191513,-8.958541,Seminar
42.02076,-2.073811,Seminar
44.77405,-9.848047,Seminar
46.36184,-9.230021,Imaginative entry
43.91508,-9.977417,Seminar
43.338642,-7.1744833,Seminar
43.273495,-6.725122,Seminar
41.620716,-7.2530327,Seminar
38.664207,-2.8993113,Seminar
43.333767,-3.5807765,Seminar
38.225266,-1.9167752,Seminar
35.365166,-12.106133,Seminar
40.08235,-15.297498,Seminar
40.68079,-14.679456,Seminar
37.26729,-15.734752,Seminar
38.041317,-10.848485,Seminar
36.07692,-11.887151,Seminar
41.715435,-3.3099394,"Deliberation, Seminar"
37.099693,-4.368979,Seminar
34.141563,-7.03206,Seminar
35.83917,-3.542662,Seminar
39.93488,-7.7393312,Seminar
40.281506,-7.305835,Seminar
38.877712,-1.7384132,Seminar
45.689175,-10.76577,Seminar
46.34992,-12.004622,Seminar
42.503933,-8.649191,Seminar
40.468365,-5.650487,Seminar
39.67944,-6.4665337,Seminar
39.285927,-8.458836,Seminar
45.263615,-11.366487,Seminar
36.811745,-10.12984,Seminar
36.76553,-10.107634,Seminar
37.12591,-2.9521656,Seminar
37.24333,-15.076629,Seminar
43.01703,-10.730908,Seminar
38.505344,-9.350352,Seminar
37.974632,-6.9854016,Seminar
37.27956,-11.364999,Seminar
40.03295,-9.646128,Seminar
43.086372,-10.23428,Seminar
37.809853,-5.79937,Seminar
38.46451,-14.674091,Seminar
47.360424,-10.390127,Seminar
36.548313,-1.4398837,Seminar
