x,y,ground_truth
-38.145855,7.8438735,Social
-27.731146,-16.694183,Seminar
-12.608844,-18.141764,Deliberation
-31.543613,8.134766,Social
-22.499187,-10.3142395,Procedure
-26.868383,-8.642882,Procedure
-6.2333,7.0095644,Seminar
-15.728119,6.220204,Procedure
-32.80424,11.377304,Procedure
-6.232895,6.967734,Seminar
-31.48344,22.652924,Social
-11.884049,-23.820068,Deliberation
-11.682258,-23.773863,Deliberation
-6.086636,6.42588,Social
-6.6176248,-12.053663,Social
-34.85356,0.4659561,Social
-30.872746,2.5080347,Social
-33.82472,8.81331,Seminar
-22.311,-12.532557,UX
-27.68626,17.97102,Other
-12.951593,-14.7569065,Seminar
-36.81843,11.124589,Social
-14.862096,-21.733057,Deliberation
-21.813372,-21.471762,UX
-31.444584,10.802166,UX
-9.352669,26.964403,Seminar
-21.526419,0.018961763,Deliberation
-14.697733,-12.577643,Deliberation
-32.666386,6.370085,"Social, Deliberation"
-5.28228,-13.13219,Deliberation
-20.708263,-31.124187,Deliberation
-22.524082,-1.7396098,Deliberation
-21.635954,-0.83183503,Deliberation
-23.200344,-1.980379,Deliberation
-32.555946,12.7100725,Deliberation
-18.640535,6.1962876,Deliberation
-17.680792,-14.021944,Deliberation
-23.67376,-17.997416,UX
-34.80721,4.55462,Deliberation
-33.839394,2.9092307,Social
-22.55355,-8.756087,Social
-34.640495,4.44773,Social
-37.77678,-4.03843,Social
-37.962303,0.20147301,Social
-21.040962,-13.791144,Procedure
-18.739838,-11.676995,Deliberation
-20.961803,-15.10824,Procedure
-28.197964,-12.558944,Procedure
-37.360397,2.3676124,Procedure
-39.627823,5.784411,Social
-39.66888,5.738254,Social
-21.220848,-20.177963,Procedure
-21.725157,-16.154234,Procedure
-23.066471,-19.015112,Procedure
-32.839973,-7.7584014,Social
-35.715046,-3.255112,Social
-37.492847,1.026793,Social
-8.30116,26.689062,Social
-27.636517,-7.216182,Social
-28.16488,-12.581011,Procedure
-26.56141,-12.11322,Procedure
-7.5379133,26.473827,Procedure
-24.318878,-1.8963752,Procedure
-15.3340845,-1.9027127,Procedure
-18.805454,-12.936523,Procedure
-29.092945,-7.6570406,Social
-15.306711,0.6467934,Seminar
-33.087204,5.0134892,Social
-32.635693,4.601173,Deliberation
-7.225862,26.375622,Deliberation
-4.7704525,-18.905169,Deliberation
-4.3603454,-18.10082,Seminar
-5.8524585,-17.35711,Seminar
-33.77384,-0.15267898,Social
-32.812317,-2.2488072,Social
-33.36229,-1.5032134,Social
-9.693745,-16.134893,Seminar
-1.6345556,-8.522498,Social
-37.77285,8.221547,Social
-25.329062,-14.32524,Social
-9.674353,-1.541444,Social
-1.2047778,-9.078264,Social
-26.508993,-18.110672,UX
-22.661154,-14.228335,Procedure
-32.518898,11.962581,Social
-9.234054,-1.7322496,Social
-10.225884,-16.817455,UX
-16.27768,-14.020848,Seminar
-23.849207,-6.486122,UX
-16.2713,-15.2525835,UX
-25.659748,16.071959,Social
-21.871696,-4.586077,UX
-21.1173,-1.6921264,UX
-30.942978,12.175506,Social
-9.603122,3.022121,Seminar
-29.313147,-7.242404,UX
-29.366625,14.404597,Social
-0.5064225,-9.710842,Seminar
-5.519019,-17.856703,Seminar
-14.665,-14.931354,Seminar
-1.110441,-9.14269,Social
-33.729195,11.521365,Social
-34.529804,-0.9463046,Social
-39.867954,-4.908159,Social
-33.2993,-7.657656,Social
-32.80126,-0.24681911,Social
-34.036575,-0.39224955,Social
-30.77012,-4.2453136,UX
-27.817684,-16.588388,Social
-14.038055,-14.811719,Seminar
-37.285027,-3.7946444,Social
-33.856133,-7.653083,Social
-39.954777,-4.949627,Social
-38.55444,0.18355234,Social
-25.93789,-8.456919,Social
-14.055935,-16.376896,Seminar
-26.408548,-8.233703,Social
